206,233,172,169,246,178,140.88,124.16,92.96,143.72,141.48,115.92,143.52,138.96,144.96,143.2,144.08,143.84,146.48,138.2,139.44,143.8,143.48,141,141.24,135.36,145.44,147.64,117.96,134.16,205,244,167,174,253,236,160,251,176,249,156,255,255,178,198
197,235,176,166,250,174,141.48,135.6,100.44,144.12,138.56,87.28,145.24,143.48,144.88,143.48,147.48,145.8,148.88,145.6,134.44,146.92,144.84,137.96,139.68,119.84,145.64,149.36,97,140.64,198,239,170,156,250,223,158,252,172,233,85,255,232,98,248
197,234,176,169,250,174,140.64,135.44,100.72,146.44,140.24,91.88,144.24,143.84,144.72,144.56,147.28,145.16,147.28,146.4,141.96,145.88,144.48,140.44,140.36,113.68,146,148.92,93.2,141.12,199,237,173,159,252,239,162,252,172,232,81,255,222,89,248
197,234,172,167,249,173,140.26,130.3,93.96,145.18,140.38,102.44,143.36,144.58,145.18,144.76,148.9,147.42,148.32,146.58,144.54,145.62,144.66,140.16,140.14,118.84,145.94,149.06,84.1,138.66,197,236,170,157,252,232,161,252,173,237,101,255,233,98,248
199,234,176,166,250,178,139.74,133.02,92.34,144.98,139.9,99.1,143.88,144.08,144.66,143.58,147.74,146.78,149.14,145.84,142.42,145.78,144.72,140.16,139.42,123.98,146.06,149.9,85.34,133.24,199,239,173,162,252,235,160,252,173,234,97,252,227,91,249
198,234,172,167,251,174,139.22,135.48,96.28,145.04,138.42,90.54,143.92,142.98,144.62,143.84,147.24,145.42,150.48,146.66,141.02,146.36,145.46,142.26,140.74,122.92,146.78,148.98,93.52,135.08,200,238,169,157,252,230,159,252,171,235,96,255,233,98,249
198,234,179,168,250,178,140.1,134.6,96.24,144.18,138.18,90.3,143.84,143.74,145.04,143.36,147.72,145.1,148.98,146.66,143.18,145.78,144.36,141.68,140.3,118.5,146.36,149.38,84.06,135.46,202,238,170,160,252,237,161,252,172,233,91,253,224,91,248
202,238,172,180,249,175,142.2,117.52,109.52,132.44,124.2,91.02,140.04,135.4,146.88,147.56,145.04,149.34,150.82,135.3,113.56,146.92,145.66,128.18,142.52,111.1,145.44,147.64,94.36,128.6,195,244,164,157,250,229,160,252,173,241,118,255,239,107,249
203,237,171,177,250,179,140,107.92,100.04,131,128.44,87.68,142.72,137.88,145.24,143.4,145.92,148.24,149.48,135.28,124.28,147.6,145.56,129.72,143.2,111.8,146.68,146.92,92.48,127.72,198,244,163,161,253,234,160,253,172,240,113,255,238,108,250
204,239,177,172,252,178,137.82,102.14,96.22,130.32,130.7,85.78,144.62,135.94,146.32,143.94,145.46,147.42,151.54,133.56,127.12,146.98,145.02,131.92,142.02,115.16,146.18,147.84,97.32,127.26,200,245,163,158,252,234,156,253,170,241,120,255,239,108,250
201,238,175,179,250,182,138.96,106.28,99.96,129.88,130.08,89.16,143.24,137.44,145.48,144.12,147.08,148.16,149.04,138.56,126.56,147,144.76,130.36,143.48,109.4,146.56,146.44,90.12,125.28,200,244,161,164,252,240,159,252,171,238,115,255,237,104,249
206,239,174,179,248,180,137.02,100.22,93.62,134.34,133.02,86.66,144.56,138.1,145.66,144.28,148.3,150.02,149.6,136.28,135.76,146.22,144.46,135.22,143.68,112.5,145.06,146.8,92.4,125.66,202,244,162,161,253,239,158,253,170,241,113,255,239,108,250
201,238,174,178,249,181,142.9,117.78,91.68,136.28,131.32,85.06,144.82,136.4,145.32,143.96,146.48,146.94,151.18,134.44,124.16,147.54,145.34,129.86,141.74,111.52,146.84,148.04,94.46,126,198,244,161,159,251,238,159,252,173,240,123,255,241,111,250
154,240,173,101,252,173,151.06,137.9,127.22,139.3,122.24,98.12,116.68,135.6,153,153,145.02,153,153,153,142.82,151.9,148.64,121.42,127.88,96.72,152.74,153,104.1,150.4,162,241,170,22,254,248,77,252,168,208,91,255,255,110,204
150,243,167,100,252,171,152.4,143.44,130.96,138.72,116.42,97.06,111.68,135.9,153,153,144.78,153,151.6,152.1,138.02,149.62,146.58,124.22,131.56,93.34,147.3,153,109.6,148.04,162,243,166,19,253,249,73,252,176,207,88,255,253,108,208
152,241,171,104,250,175,143.92,128.04,121.58,135.78,124.5,101.3,125.3,137.08,152.98,153,146.18,153,148.04,147.44,136.72,147.94,145.54,115.46,139.82,94.06,146.5,151.56,106.92,144.04,160,240,169,23,253,250,77,252,173,211,86,255,253,115,202
202,238,176,170,251,177,142.96,124.16,116.88,133.96,108.76,86.36,132.72,134.76,152.68,153,141.6,150.88,150.28,138.52,130,147.52,145.76,105.6,142.12,103.64,145.08,146.64,111.8,135.44,191,243,184,164,252,240,150,252,172,250,165,255,255,185,203
194,238,176,169,252,178,153,148,137.36,142.76,127.12,104.56,95.16,145.24,153,153,140,153,152.92,137.48,126.24,148.6,142.72,110.24,138.44,111.48,145.6,150.96,107.72,135.48,192,245,192,127,253,251,129,253,180,248,151,255,255,179,195
202,237,166,172,244,179,153,144.14,132.66,138.44,120.88,100.24,102.82,144.62,153,153,140.2,153,152.8,140.14,129.84,148.44,143.48,112.46,137.6,101.2,146.28,151.36,108.32,136.66,188,244,194,134,253,248,134,252,179,249,146,255,255,167,205
204,238,167,171,248,177,141.66,107.04,93.54,137.34,128.48,81.82,141.44,137.86,147.92,146.4,147.9,147.34,150.1,141.6,133.72,146.94,144.62,123.24,140.92,100.32,146.42,149.12,102.68,134.3,191,241,174,118,253,248,135,252,174,245,109,243,229,102,248
192,239,178,175,250,184,139.44,113.28,102.84,139.44,130.16,72.76,140,136.64,147.32,147.76,145.96,149.36,147.64,140.52,130,146.88,144.88,122.88,142.44,96.12,145.96,147.2,106.96,136.4,188,241,170,116,254,249,135,253,166,250,95,249,229,101,249
193,239,183,186,242,185,142.34,102.32,96.4,142.16,132.56,76.28,141.46,138.78,146.86,145.32,147.02,148.14,149.4,139.8,138.18,145.78,144.44,129.06,141.18,98.84,146.88,149.14,101.62,129.36,192,240,169,134,253,244,140,252,170,243,101,253,229,100,249
194,238,178,177,251,179,139.96,108.12,104.52,134.8,120.32,82.48,142.44,135.68,145.68,144.32,145.04,147.36,149.12,133.4,130.12,146.84,144.56,123.84,142.16,101.8,144.84,147.24,103,132.48,194,244,167,136,254,245,141,253,173,248,115,236,230,100,250
196,238,179,171,250,181,140.52,102.74,103.8,138.98,132.92,76.76,141.32,134.02,145.86,145.88,145.46,145.88,147.94,139.44,135.54,145.76,144.54,122.6,142.2,103.12,146.7,147.38,104.34,132.14,190,243,173,128,253,240,135,253,171,248,98,249,229,100,249
192,239,176,174,251,179,139.7,99.12,102.34,141.5,132.5,83.86,142.02,135.38,145.86,145.18,145.2,147.28,148.02,138.98,131.24,146.1,144.2,129.68,141.14,104.92,146.58,148.2,95.24,129.52,193,244,165,135,254,247,140,252,174,248,106,241,230,100,249
182,238,169,125,252,169,142.18,126.04,92.58,142.94,132.74,34.2,144.7,136.48,144.74,143.78,147.84,146.76,147.66,144.8,139.64,147.68,145.4,129.96,141.86,93.9,145,146.74,116.28,141.36,186,240,174,74,253,203,97,253,163,218,75,255,255,101,197
181,239,173,122,252,172,142.14,126.38,98.54,141.68,131.16,27.24,146.2,134.52,142.76,142.2,147.32,145.1,147.7,145.76,139,147.62,145.52,127.86,141.7,98.8,144.54,147.18,118.86,140.48,186,240,171,73,254,194,94,253,165,218,72,255,255,100,194
181,237,172,120,252,174,142.32,126.9,92.24,142.18,133.14,37.72,145.66,137.22,144.12,144.06,148.04,146.64,147.2,144.46,139.24,145.94,144.84,129.1,142.18,92.42,145.32,146.56,118.28,140.62,184,240,177,75,254,208,96,252,165,219,70,255,255,100,194
209,239,172,179,252,175,142.16,107.12,75.64,143.44,136.4,77.96,144.8,141.24,144.92,144.6,148.24,148.24,149.84,141.76,132.92,146.64,144.16,134.76,142.8,110.92,145.92,145.96,83.04,128.16,212,241,166,170,254,241,158,252,173,250,128,255,255,159,191
208,235,173,178,251,174,142.82,120.86,78.02,144.38,134.22,66.06,146.84,140.84,145.02,141.7,146.6,145.42,153,125.9,122.64,147.68,144.26,135.22,145.96,118.44,146.88,144.3,98.1,113.96,204,240,166,171,254,244,162,253,173,252,154,255,255,192,187
212,239,165,181,248,175,141.26,121.34,80.36,143.32,133.86,61.56,146.48,140.58,144.92,142.98,146.4,144.8,152.16,134.26,122.68,147.68,144.64,135.34,144.24,119.26,146.32,145.42,93.86,121.6,202,240,174,168,253,240,160,253,176,254,145,255,255,194,175
201,239,171,169,252,175,140.16,123.4,87.54,135.52,133.92,63.34,147.34,139.46,144.04,141.84,147.14,144.74,150.7,141.28,135.58,147.2,144.06,133.34,142.2,113.2,145.9,147,82.78,125.12,190,242,171,136,253,249,141,252,171,236,128,255,255,168,172
200,239,172,172,251,174,139.84,122.02,83.86,139.08,132.9,52.82,146.92,139.14,143.64,140.82,147.48,145.38,149.58,139.6,129.66,146.8,144.5,131.7,144.24,103.2,145.76,145.62,84.44,132.18,198,245,165,138,253,248,144,252,175,248,107,255,255,157,174
185,238,172,141,251,174,134.98,64.22,89.18,142.02,141.24,104.76,142.78,139.52,145.36,144.7,146.4,150.14,152.84,128.62,137.2,146.56,143.92,135.22,142.9,120.44,147.16,146.24,107.32,111.26,186,240,162,161,252,198,115,252,172,242,108,255,255,130,200
188,242,168,133,252,175,134.8,64.6,77.56,142.16,141.24,106.12,143.12,138.36,145.96,144.8,146.56,148.88,152.92,130.64,136.96,146.68,144.44,136.52,144.32,122.96,147.04,145.84,111.64,113.28,184,240,169,154,253,207,113,252,176,242,108,255,255,130,200
205,234,170,167,245,176,142.9,104.7,62.86,144.86,137.14,77.76,145.42,141.88,145.14,143.64,148.9,146.84,152.48,138.32,128.56,148.26,144.94,132.92,143.08,111.76,145.4,145.3,99.08,123.02,202,242,167,155,254,241,144,252,174,244,123,255,255,125,224
202,238,169,168,249,176,142.44,117.26,71.12,140.64,135.38,71.4,145.62,140.8,144.94,143.02,148.5,146.66,151.28,140.48,134.9,147.72,144.12,137,141.78,112.14,146.84,147.76,84.88,119.18,201,242,165,148,253,242,143,252,173,249,109,255,255,119,225
207,234,174,190,248,174,142.46,120.14,72.64,143.24,136.22,72.22,147.76,141.24,144.44,140.3,146.72,144.72,149.16,142.96,137.9,146.46,144.18,136.8,143.48,121.08,145.58,145.96,59.12,122.08,211,240,168,193,254,238,172,252,175,251,128,255,255,133,222
209,234,168,190,247,173,141.22,119.92,65.86,145.18,136.38,82.5,147.46,142.22,144.46,140.7,146.84,145.6,148.54,142.52,139.64,146.34,143.64,136.52,143.3,121.56,146.24,146.6,55.74,116.94,211,240,168,210,254,223,176,253,171,253,130,255,255,137,222
211,238,171,184,252,170,141.1,120.02,70.8,143.2,136.94,79.34,147.36,141.72,144.46,140.7,146.46,144.36,149.76,142.18,138.46,146.72,144,137.3,143.52,122.36,147.04,146.96,60.58,117.26,212,240,167,195,254,234,172,252,175,253,125,255,255,131,219
215,237,178,174,252,175,139.56,112.1,72.76,140.74,139.58,99.24,147.7,141.22,144.38,141.12,145.38,144.04,150.48,136.04,134.2,146.4,143.84,137.16,145.28,123.26,147.52,145.18,71.82,108.68,200,240,181,193,253,237,174,253,174,254,134,255,255,144,213
214,238,177,180,253,177,140.24,114.6,74.2,139.52,139.28,96.4,146.6,139.28,144.96,141.68,144.92,143.64,151.92,137.76,132.8,146.56,144.56,137.12,143.92,123,146.4,145.88,67.52,113.4,206,240,177,194,254,228,172,253,173,254,130,255,255,141,215
207,234,176,186,247,174,140.7,116,68.64,142.38,137.5,95.58,146.7,141.02,145.06,141.72,145.14,143.98,149.94,138.82,138.82,146.54,144.36,137.24,146.18,124.5,148.08,144.44,72.4,102.38,209,239,164,202,254,220,173,252,173,254,126,255,255,134,218
