0.34278,0.34201,-0.58697,0.48147,0.22114,-3.1624,0.66665,0.047585,0.37687,0.34511,0.50316,0.42259,0.27285,0.23762,0.24749,0.38414,0.49685,-0.017376,0.52644,-3.2732,0.40668,0.44754,0.03616,0.23481,184,244,177,104,226,216,74,248,182,201,67,255,245,93,187
0.34248,0.19803,-0.53808,0.44664,0.11331,-3.1728,0.58414,0.11609,0.44942,0.42164,0.53831,0.50081,0.35405,0.34162,0.3615,0.41371,0.46094,-0.041226,0.37145,-3.2009,0.4684,0.65982,-0.39921,0.20986,185,245,166,70,251,238,80,246,177,203,64,255,245,87,190
0.36632,0.2196,-0.7566,0.45929,0.14987,-3.1034,0.56243,0.045275,0.48035,0.49633,0.56751,0.51303,0.32782,0.34508,0.29946,0.40055,0.52999,0.007294,0.29207,-3.209,0.46835,0.69026,-0.35145,0.19961,185,245,170,65,250,216,75,247,177,201,62,255,244,85,192
0.35601,0.23978,-0.55799,0.42734,0.13346,-3.1686,0.568,0.07336,0.44913,0.44913,0.54555,0.48479,0.37487,0.37342,0.30079,0.44314,0.50415,-0.12334,0.31823,-3.1591,0.45912,0.77141,-0.47921,0.21655,178,244,172,66,250,228,81,245,173,208,59,255,255,86,180
0.37861,0.21239,-0.59937,0.43015,0.13379,-3.1519,0.54353,0.035863,0.4804,0.50617,0.52936,0.50101,0.36869,0.40523,0.27211,0.42872,0.52269,-0.10636,0.24079,-3.1655,0.45482,0.79153,-0.44047,0.22774,189,244,165,42,250,232,69,246,175,197,63,255,240,85,195
0.31222,-0.37324,-2.8334,0.6213,0.40688,-1.2127,0.58252,0.31564,0.45593,0.35328,0.70912,0.66236,0.78044,0.073012,-0.26886,0.63244,0.5762,0.34681,0.591,-0.39614,0.68276,0.7168,-2.8677,-0.86677,216,243,162,171,250,224,142,246,181,240,118,255,255,127,186
0.33731,0.10243,-1.0861,0.4839,0.14305,-2.9758,0.64814,0.27727,0.50685,0.41149,0.57043,0.58103,0.47631,0.39431,0.30122,0.47631,0.46966,0.14609,0.41868,-1.0418,0.54501,0.71566,-2.9965,0.095113,212,242,166,165,252,252,150,246,181,239,129,255,255,136,184
0.36105,0.033326,-2.3954,0.56003,0.2284,-1.9896,0.54248,0.26157,0.6127,0.54443,0.64977,0.59125,0.65523,0.30344,0.15117,0.55547,0.55284,0.19843,0.3927,-0.64429,0.63423,0.84688,-2.9335,-0.71255,209,243,166,181,252,237,154,246,176,242,132,255,255,145,186
0.32983,0.14785,-1.5187,0.51273,0.18592,-2.7563,0.61021,0.31404,0.53408,0.48859,0.64735,0.50437,0.65051,0.34624,-0.91281,0.61379,0.57969,0.23738,0.46034,-0.72526,0.66231,0.88658,-2.8093,0.010492,203,242,160,177,250,246,160,245,177,245,146,255,255,168,183
0.40144,-0.22597,-2.5492,0.52955,0.23473,-1.7362,0.54187,0.34149,0.58293,0.57636,0.71515,0.58786,0.67455,0.31773,0.093189,0.55228,0.52338,0.21213,0.29995,-0.6149,0.62898,0.92022,-2.9426,-0.66492,207,243,168,177,251,244,149,245,182,240,135,255,255,148,184
0.25929,-1.0042,-0.77962,-0.23587,-0.47753,-2.3019,0.23039,0.070158,1.0618,1.2719,0.71242,1.1931,0.86389,0.35931,-0.60433,0.82974,0.80888,-0.82627,0.23601,-2.0403,0.75956,1.3154,-1.4674,-0.23443,192,242,163,120,250,213,108,246,171,225,105,255,255,129,192
0.38855,-0.24968,-1.2227,0.11219,-0.33206,-2.6441,0.37604,0.12054,0.83802,1.0091,0.71601,0.88808,0.88132,0.49199,-0.52603,0.78239,0.7042,-0.95365,-0.018616,-1.9334,0.76643,1.3951,-1.5536,-0.036168,189,239,168,117,250,216,110,246,174,234,115,220,208,78,246
0.31011,-0.66464,-1.0495,-0.1431,-0.56671,-2.4115,0.46612,0.12222,0.99677,1.1198,0.72689,1.0936,0.92792,0.30977,-0.59651,0.83076,0.70009,-0.90642,0.16738,-1.8278,0.83076,1.3484,-1.672,-0.11238,185,242,172,118,250,210,113,245,178,238,110,248,217,91,248
0.2371,-0.87063,-0.88098,-0.10419,-0.46385,-2.4506,0.40027,0.18079,0.96907,1.1254,0.76453,1.0932,0.77752,0.37683,-0.49054,0.76304,0.7566,-0.83652,0.21751,-2.0177,0.73407,1.3601,-1.6283,-0.012606,184,243,168,126,250,214,113,246,179,230,122,255,255,145,193
0.30314,-0.71039,-0.78795,-0.076139,-0.64877,-2.4602,0.34139,0.054537,1.0691,1.2104,0.60486,1.0999,0.90147,0.35374,-0.48125,0.80621,0.74072,-0.75064,0.066481,-2.0262,0.77793,1.3093,-1.6228,-0.074916,185,245,173,117,251,208,109,246,173,232,105,255,247,111,210
