0.21363,0.31898,-0.42199,0.37868,0.19607,-3.1857,0.30844,-0.032191,0.58236,0.62801,0.49105,0.52266,0.31059,0.41154,0.37116,0.39942,0.2904,-0.056868,0.064271,-3.1903,0.49633,0.8759,-0.2628,0.2904,190,240,169,77,253,235,98,246,173,215,52,255,255,82,186
0.33727,0.21401,-0.68087,0.3913,0.19882,-3.1021,0.31532,-0.074714,0.56183,0.70535,0.55846,0.57534,0.42438,0.41154,0.27998,0.41957,0.37785,-0.010429,0.23826,-3.1953,0.49016,0.69714,-0.42117,0.288,191,241,167,82,253,218,93,251,174,209,58,255,242,86,196
0.364,0.23039,-0.61238,0.40854,0.1516,-3.1236,0.29891,-0.067662,0.55243,0.70317,0.5353,0.55928,0.35761,0.434,0.36425,0.33768,0.3875,-0.0044285,0.16496,-3.1863,0.48382,0.77278,-0.42293,0.31111,192,242,169,72,253,233,92,250,176,209,56,255,244,87,196
0.35515,0.19624,-1.0558,0.47073,0.21068,-2.9845,0.38645,0.063807,0.55018,0.64168,0.60075,0.56463,0.46485,0.49143,0.23893,0.36186,0.39176,-0.036822,0.219,-3.11,0.56119,0.79043,-0.67138,0.29873,191,241,170,71,253,235,93,250,175,212,51,255,247,84,187
0.28522,0.21447,-0.71865,0.4267,0.10331,-3.0902,0.30543,0.025827,0.61872,0.70967,0.50081,0.61872,0.41875,0.44381,0.39012,0.34717,0.36507,-0.057266,0.068003,-3.0852,0.5655,0.92699,-0.66213,0.27917,194,241,169,71,254,233,92,247,179,212,49,255,248,81,184
0.35772,0.31401,-0.42588,0.59654,0.18601,-3.1809,0.66054,0.003382,0.27655,0.19226,0.59186,0.42796,0.33327,0.35035,0.26285,0.32901,0.35461,0.27565,0.27992,-3.3075,0.39089,0.32687,0.083585,0.32047,188,240,168,85,251,223,94,251,172,214,53,255,252,83,190
0.4085,0.26807,-0.54512,0.59466,0.15703,-3.148,0.63385,-0.048715,0.32359,0.27787,0.60445,0.47382,0.33421,0.33779,0.29833,0.3091,0.37008,0.3916,0.28399,-3.296,0.38084,0.33062,-0.05321,0.31268,190,242,167,70,253,236,90,252,176,209,56,255,246,82,185
0.40109,0.18937,-0.40372,0.5418,0.072327,-3.1863,0.66147,0.046026,0.38794,0.26038,0.53259,0.49709,0.42845,0.3591,0.42658,0.37222,0.37035,0.23164,0.064822,-3.2153,0.41533,0.54091,-0.42626,0.4322,191,241,168,76,253,236,92,252,174,214,50,255,254,83,190
0.37143,0.12568,-0.78361,0.54993,0.18647,-3.0847,0.67022,0.1011,0.37014,0.34427,0.62366,0.52536,0.4472,0.31574,0.36436,0.39498,0.48141,0.16447,0.31754,-3.2102,0.46701,0.53004,-0.46041,0.18788,188,241,166,76,252,232,93,252,174,211,55,255,246,84,196
0.37421,0.17946,-0.56849,0.57461,0.12584,-3.1398,0.65364,-0.020933,0.41937,0.30083,0.55485,0.54638,0.40975,0.43807,0.30709,0.40621,0.42037,0.26461,0.24691,-3.2293,0.39559,0.41683,-0.43276,0.35665,189,241,167,77,252,228,92,251,174,209,55,255,244,84,199
0.24264,0.36689,-0.48688,0.33821,0.27131,-3.1852,0.62174,0.083359,0.57395,0.24264,0.56758,0.3637,0.30408,0.15812,0.34539,0.3922,0.40873,0.23798,0.42525,-3.2981,0.38119,0.31509,0.04521,0.2848,194,236,174,97,252,222,93,244,181,207,59,255,244,80,195
0.16695,-0.04719,-0.66582,0.22405,0.14791,-3.0785,0.78082,0.4144,0.57144,0.21454,0.72371,0.54764,0.30584,0.54829,0.50231,0.18044,0.33928,0.2724,0.24314,-3.2472,0.41034,0.50231,-0.25847,0.20134,202,235,177,73,252,231,97,226,198,205,53,255,243,76,189
0.29504,0.14998,-0.56477,0.39326,0.20438,-3.1578,0.74837,0.23762,0.42197,0.25877,0.62597,0.38722,0.21855,0.2725,0.42497,0.48596,0.38744,0.27484,0.44374,-3.2766,0.3546,0.36398,-0.12159,0.17163,188,240,169,78,253,236,97,246,176,214,56,255,254,82,185
0.33146,0.028806,-0.47357,0.33607,0.17015,-3.1729,0.69864,0.30073,0.44208,0.23775,0.64948,0.45129,0.21696,0.37341,0.3563,0.30741,0.4492,0.20963,0.3783,-3.2544,0.54943,0.40031,-0.26707,0.28052,185,236,173,92,252,225,103,244,180,216,64,255,255,86,188
0.31683,0.1722,-0.53132,0.41978,0.13543,-3.1616,0.63795,0.054541,0.37811,0.42714,0.57176,0.57912,0.27079,0.28337,0.44182,0.31606,0.36385,0.34876,0.37642,-3.278,0.36636,0.27834,-0.17689,0.40912,192,238,172,91,252,218,95,242,178,213,52,255,252,75,181
