181 243 167 92 249 177 143.58 137.64 116.78 144 139.02 55.24 145.36 135 143.58 144.92 146.14 144.4 141.44 141.2 140.14 142.14 142.8 136.34 142 91.92 144.78 143.28 135.9 139.38 190 243 171 49 252 223 70 250 184 201 51 255 247 78 180
183 243 165 91 249 177 143.12 138.42 118.24 143.86 138.8 56.64 145.48 133.92 143.94 144.58 146.1 144.4 139.8 141.96 140.58 143.44 143.82 137.94 141.9 84.34 144.62 143.84 135.26 141.44 187 243 171 61 250 224 77 249 174 202 56 255 244 87 179
197 240 171 162 248 177 141.34 117.22 122.48 132.66 131.36 103.86 140.3 135.56 147.66 148 143.44 146.82 144.52 133.88 129.56 142.56 142.94 130.22 142.34 109.84 144.68 144.12 112.78 125.22 199 241 166 127 251 252 146 248 176 237 100 207 202 73 243
199 241 166 162 249 178 140.72 125.56 125.16 128.36 128.72 104 136.84 135.88 149.48 152.36 142.36 147.08 145 132.44 124.68 143.32 142.76 130.84 143.32 111.08 145.6 144.72 111.68 124.92 201 242 160 134 253 250 145 249 178 234 110 206 204 74 245
135 244 194 64 249 173 153 150.24 142.36 141.42 118.14 87.46 104.76 130.1 153 153 140.62 153 152.56 152.6 136.74 150.64 148.02 122.02 121.98 103.94 149.08 153 118.8 149.1 149 245 171 0 252 251 46 250 188 197 40 255 235 74 188
138 229 188 65 250 178 148.16 153 152.8 125.08 100.7 102.2 107.88 145.42 153 153 146.54 153 151.48 145.72 116.72 144.46 131.2 108.48 122.5 119.54 153 153 128.44 150.02 140 237 159 0 252 253 54 250 176 210 60 255 255 98 172
